Property Name	Property Location	Price	Bedroom	Bathroom	Car Porch	Property Type	Built Up Area	Status
Bukit Bandaraya Bangsar , Bangsar	Bangsar, Kuala Lumpur	RM 5,900,000(RM 842.86 per sq. ft.)	7+1	5	4	Bungalow 	 Built-up : 7,000 sq. ft. 	 Partly furnished
Bangsar , Bangsar	Bangsar, Kuala Lumpur	RM 3,900,000(RM 975 per sq. ft.)	5+1	5	5	Bungalow | Corner lot 	 Built-up : 4,000 sq. ft. 	 Partly furnished
Bukit Bandaraya, Bangsar , Bangsar	Bangsar, Kuala Lumpur	RM 3,980,000(RM 947.62 per sq. ft.)	5+1	4	4	Bungalow | Intermediate 	 Built-up : 4,200 sq. ft. 	 Partly furnished
Bukit Pantai , Bangsar	Bangsar, Kuala Lumpur	RM 10,000,000(RM 1250 per sq. ft.)	6	8	6	Bungalow 	 Built-up : 8,000 sq. ft. 	 Partly furnished
KLCC Views , Bangsar	Bangsar, Kuala Lumpur	RM 6,600,000(RM 1015.38 per sq. ft.)	5+1	6	6	Bungalow | Intermediate 	 Built-up : 6,500 sq. ft. 	 Partly furnished
Bangsar, Damansara Heights, KLCC views , Bangsar	Bangsar, Kuala Lumpur	RM 6,600,000(RM 1015.38 per sq. ft.)	5+1	6	5	Bungalow | Intermediate 	 Built-up : 6,500 sq. ft. 	 Partly furnished
Bangsar, Bukit Bandaraya , Bangsar	Bangsar, Kuala Lumpur	RM 3,980,000(RM 995 per sq. ft.)	5+1	4	4	Bungalow | Intermediate 	 Built-up : 4,000 sq. ft. 	 Partly furnished
The Westside One, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,400,000(RM 823.05 per sq. ft.)	2+2	3	2	Condominium 	 Built-up : 1,701 sq. ft. 	 Fully furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,460,000(RM 949.9 per sq. ft.)	3	3	3	Condominium | Corner lot 	 Built-up : 1,537 sq. ft.	Unfurnished
Cendana, KLCC	KLCC, Kuala Lumpur	RM 2,800,000(RM 617.28 per sq. ft.)	4+1	5	2	Condominium 	 Built-up : 4,536 sq. ft. 	 Fully furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,860,000(RM 1051.48 per sq. ft.)	4+1	5	3	Condominium | Duplex 	 Built-up : 3,671 sq. ft. 	 Partly furnished
Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 1,083,000(RM 1558.27 per sq. ft.)	1	1	1	Serviced Residence 	 Built-up : 695 sq. ft. 	 Partly furnished
villa serene kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 3,800,000(RM 703.7 per sq. ft.)	5+1	5	None	Semi-detached House 	 Built-up : 5,400 sq. ft.	Unfurnished
Tuan Residency, Taman City, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 450,000(RM 512.53 per sq. ft.)	3	2	1	Serviced Residence 	 Built-up : 878 sq. ft. 	 Unfurnished
Tuan Residency, Taman City, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 598,000(RM 589.16 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,015 sq. ft. 	 Unfurnished
Southlink, Bangsar South, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 420,000(RM 848.48 per sq. ft.)	2	1	1	Apartment 	 Built-up : 495 sq. ft. 	 Unfurnished
Jalan Setiakasih,Damansara Heights,Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 11,000,000(RM 1294.12 per sq. ft.)	5+3	7	None	Bungalow 	 Built-up : 8,500 sq. ft. 	 Partly furnished
Kiara Hills, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 6,500,000(RM 866.67 per sq. ft.)	5+1	6	None	Bungalow 	 Built-up : 7,500 sq. ft.	Unfurnished
Villa Serene Kiara, Mont Kiara, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 7,400,000(RM 936.71 per sq. ft.)	6+2	6	None	Bungalow 	 Built-up : 7,900 sq. ft.	Unfurnished
Damansara Heights,Bukit Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 14,500,000(RM 1526.32 per sq. ft.)	7	7	None	Bungalow 	 Built-up : 9,500 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,400,000(RM 867.37 per sq. ft.)	4+1	5	3	Condominium | Dual key 	 Built-up : 2,767 sq. ft. 	 Partly furnished
Pavilion Hilltop, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,550,000(RM 921.58 per sq. ft.)	4+1	5	3	Condominium 	 Built-up : 2,767 sq. ft. 	 Fully furnished
Sunway SPK Damansara,Sunway SPK,Kepong, Sunway SPK	Sunway SPK, Kuala Lumpur	RM 2,500,000(RM 714.29 per sq. ft.)	5	4	None	2.5-sty Terrace/Link House | End lot 	 Built-up : 3,500 sq. ft. 	 Partly furnished
Kiara Hills, Courtyard Villa, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 3,650,000(RM 730 per sq. ft.)	5+1	6	None	3.5-sty Terrace/Link House | Corner lot 	 Built-up : 5,000 sq. ft.	Unfurnished
Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 1,750,000(RM 847.46 per sq. ft.)	4+1	4	2	Condominium | Corner lot 	 Built-up : 2,065 sq. ft. 	 Partly furnished
Agile Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,550,000(RM 921.91 per sq. ft.)	4+1	5	3	Condominium 	 Built-up : 2,766 sq. ft. 	 Partly furnished
Duta Tropika, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 4,800,000(RM 1263.16 per sq. ft.)	5	6	None	Semi-detached House 	 Built-up : 3,800 sq. ft. 	 Partly furnished
Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 938,000(RM 1349.64 per sq. ft.)	1	1	1	Serviced Residence 	 Built-up : 695 sq. ft. 	 Partly furnished
Damai Residence, Sungai Besi	Sungai Besi, Kuala Lumpur	RM 539,000(RM 592.31 per sq. ft.)	3	2	2	Serviced Residence | Corner lot 	 Built-up : 910 sq. ft. 	 Partly furnished
Seri Riana Residence, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 1,350,000(RM 686.32 per sq. ft.)	3+1	4	3	Condominium | Corner lot 	 Built-up : 1,967 sq. ft. 	 Partly furnished
The Estate, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 1,750,000(RM 745.95 per sq. ft.)	4+1	5	4	Condominium 	 Built-up : 2,346 sq. ft. 	 Partly furnished
Stonor 3, KLCC	KLCC, Kuala Lumpur	RM 1,680,000(RM 1363.64 per sq. ft.)	3	3	2	Condominium 	 Built-up : 1,232 sq. ft. 	 Partly furnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 1,680,000(RM 1449.53 per sq. ft.)	2+1	2	1	Serviced Residence | Corner lot 	 Built-up : 1,159 sq. ft. 	 Fully furnished
Core Residence @ TRX, KL City	KL City, Kuala Lumpur	RM 1,530,000(RM 1870.42 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 818 sq. ft.	Unfurnished
Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,460,000(RM 1591.15 per sq. ft.)	4+1	5	3	Serviced Residence 	 Built-up : 2,803 sq. ft. 	 Partly furnished
8 Conlay, KLCC	KLCC, Kuala Lumpur	RM 4,500,000(RM 3388.55 per sq. ft.)	3	3	2	Serviced Residence 	 Built-up : 1,328 sq. ft. 	 Fully furnished
Waltz Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 900,000(RM 720 per sq. ft.)	3+1	4	2	Condominium | Intermediate 	 Built-up : 1,250 sq. ft. 	 Fully furnished
Petalz Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 579,999(RM 620.32 per sq. ft.)	3+1	2	2	Condominium 	 Built-up : 935 sq. ft. 	 Partly furnished
Petalz Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 658,000(RM 598.18 per sq. ft.)	4	2	2	Condominium 	 Built-up : 1,100 sq. ft. 	 Partly furnished
Park Regent, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,712,000(RM 1044.79 per sq. ft.)	4+2	5	5	Condominium 	 Built-up : 4,510 sq. ft. 	 Partly furnished
Villa Manja, Sunway SPK, Sunway SPK, Sunway SPK	Sunway SPK, Kuala Lumpur	RM 3,600,000(RM 911.85 per sq. ft.)	6	5	None	Semi-detached House 	 Built-up : 3,948 sq. ft.	Unfurnished
11 Mont Kiara @ MK11, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 4,600,000(RM 1000 per sq. ft.)	4+2	4	3	Condominium 	 Built-up : 4,600 sq. ft. 	 Partly furnished
Setiabakti, Bukit Damansara, KL, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 6,680,000(RM 1151.72 per sq. ft.)	6+1	7	5	Bungalow | Corner lot 	 Built-up : 5,800 sq. ft.	Unfurnished
Jalan Setiamurni, Bukit Damansara, KL , Damansara Heights	Damansara Heights, Kuala Lumpur	RM 8,500,000(RM 1062.5 per sq. ft.)	6+1	7	4	Bungalow | Corner lot 	 Built-up : 8,000 sq. ft.	Unfurnished
Athinahapan, Taman Tun Dr Ismail, Kuala Lumpur, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 1,850,000(RM 880.95 per sq. ft.)	4	3	1	2-sty Terrace/Link House | End lot 	 Built-up : 2,100 sq. ft. 	 Partly furnished
Country Heights Damansara	Country Heights Damansara, Kuala Lumpur	RM 13,800,000(RM 1150 per sq. ft.)	6+2	10	10	Bungalow 	 Built-up : 12,000 sq. ft. 	 Partly furnished
Union Heights, Taman Yarl, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 510,000(RM 382.31 per sq. ft.)	3	2	1	Condominium | Corner lot 	 Built-up : 1,334 sq. ft. 	 Partly furnished
Damansara Heights, Kuala Lumpur, KL, KL City	KL City, Kuala Lumpur	RM 15,000,000(RM 1875 per sq. ft.)	6+1	7	6	Bungalow 	 Built-up : 8,000 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,050,000(RM 951.95 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,103 sq. ft.	Unfurnished
Avara, Seputeh	Seputeh, Kuala Lumpur	RM 580,000(RM 869.57 per sq. ft.)	1	2	1	Condominium | Intermediate 	 Built-up : 667 sq. ft. 	 Partly furnished
Parc 3, Cheras	Cheras, Kuala Lumpur	RM 798,000(RM 624.41 per sq. ft.)	4	2	2	Serviced Residence | Corner lot 	 Built-up : 1,278 sq. ft.	Unfurnished
Henna Residence  @ The Quartz WM, Wangsa Maju	Wangsa Maju, Kuala Lumpur	RM 360,000(RM 522.5 per sq. ft.)	2	2	1	Serviced Residence | Duplex 	 Built-up : 689 sq. ft. 	 Partly furnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 1,350,000(RM 1229.51 per sq. ft.)	2+1	2	1	Serviced Residence | Corner lot 	 Built-up : 1,098 sq. ft. 	 Fully furnished
Kenensah, Taman Melawati	Taman Melawati, Kuala Lumpur	RM 1,600,000(RM 551.72 per sq. ft.)	5	4	4	Semi-detached House | Intermediate 	 Built-up : 2,900 sq. ft.	Unfurnished
Mansion, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,685,000(RM 1070.61 per sq. ft.)	4+1	5	4	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 4,376 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,050,000(RM 1005.75 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,044 sq. ft.	Unfurnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,100,000(RM 1053.64 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,044 sq. ft. 	 Fully furnished
Titiwangsa, KL, Titiwangsa	Titiwangsa, Kuala Lumpur	RM 11,800,000(RM 1282.61 per sq. ft.)	5+1	6	6	Bungalow 	 Built-up : 9,200 sq. ft.	Unfurnished
Lorong Gurney, Jalan Semarak, KL, KLCC, KLCC	KLCC, Kuala Lumpur	RM 11,000,000(RM 916.67 per sq. ft.)	6	8	10	Bungalow | Corner lot 	 Built-up : 12,000 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 990,000(RM 905.76 per sq. ft.)	2+1	2	2	Condominium | Intermediate 	 Built-up : 1,093 sq. ft. 	 Partly furnished
Casaman, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 4,780,000(RM 869.09 per sq. ft.)	5+1	6	4	3-sty Terrace/Link House | Intermediate 	 Built-up : 5,500 sq. ft. 	 Fully furnished
Taman Yarl, OUG	OUG, Kuala Lumpur	RM 2,880,000(RM 411.43 per sq. ft.)	6+1	7	None	Bungalow 	 Built-up : 7,000 sq. ft. 	 Fully furnished
Jalan Setiapuspa, Medan Damansara, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 2,350,000(RM 534.09 per sq. ft.)	4+1	4	2	2.5-sty Terrace/Link House | Intermediate 	 Built-up : 4,400 sq. ft. 	 Partly furnished
18 Madge, Taman U-Thant, Ampang Hilir	Ampang Hilir, Kuala Lumpur	RM 3,394,720(RM 1222.88 per sq. ft.)	3+1	4	2	Condominium 	 Built-up : 2,776 sq. ft. 	 Unfurnished
Arunya @ KL North, Kepong	Kepong, Kuala Lumpur	RM 560,800(RM 537.16 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,044 sq. ft.	Unfurnished
KM1 East, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 1,400,000(RM 745.47 per sq. ft.)	4	4	3	Condominium 	 Built-up : 1,878 sq. ft.	Unfurnished
The Maple Residences, Taman Overseas Union, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 763,000(RM 796.45 per sq. ft.)	3	2	2	Condominium 	 Built-up : 958 sq. ft.	Unfurnished
Citizen 2, Taman Sri Sentosa, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 545,000(RM 617.21 per sq. ft.)	3	2	2	Serviced Residence | Intermediate 	 Built-up : 883 sq. ft. 	 Partly furnished
H'Kemensah, Ampang, Taman Melawati	Taman Melawati, Kuala Lumpur	RM 3,440,000(RM 573.52 per sq. ft.)	7+1	8	None	Bungalow 	 Built-up : 5,998 sq. ft.	Unfurnished
Westside Three, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 1,350,000(RM 882.93 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,529 sq. ft. 	 Partly furnished
Park Place, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 2,165,000(RM 922.85 per sq. ft.)	4+1	5	4	Condominium | Corner lot 	 Built-up : 2,346 sq. ft. 	 Partly furnished
The Westside Two, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 980,000(RM 705.54 per sq. ft.)	2+1	3	2	Condominium | Intermediate 	 Built-up : 1,389 sq. ft. 	 Partly furnished
The Park Sky Residence, Bukit Jalil	Bukit Jalil, Kuala Lumpur	RM 750,000(RM 864.06 per sq. ft.)	2	2	1	Serviced Residence | Corner lot 	 Built-up : 868 sq. ft. 	 Partly furnished
Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,700,000(RM 677.88 per sq. ft.)	4+1	5	3	Condominium | Duplex 	 Built-up : 3,983 sq. ft. 	 Partly furnished
Tiffani Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,250,000(RM 608.11 per sq. ft.)	4+1	5	3	Condominium 	 Built-up : 3,700 sq. ft. 	 Partly furnished
Sunway Vivaldi, Sri Hartamas	Sri Hartamas, Kuala Lumpur	RM 2,700,000(RM 737.7 per sq. ft.)	4+1	5	3	Condominium | Duplex 	 Built-up : 3,660 sq. ft. 	 Partly furnished
Park Place, Desa Parkcity, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 950,000(RM 816.85 per sq. ft.)	2	2	2	Condominium 	 Built-up : 1,163 sq. ft.	Unfurnished
Residensi Harmoni 2, Taman Bukit Prima Pelangi, Segambut	Segambut, Kuala Lumpur	RM 1,200,000(RM 632.91 per sq. ft.)	4+1	4	2	Condominium | Corner lot 	 Built-up : 1,896 sq. ft. 	 Partly furnished
Damansara Heights, Bukit Tunku (Kenny Hills)	Bukit Tunku (Kenny Hills), Kuala Lumpur	RM 5,000,000(RM 1250 per sq. ft.)	6+1	6	8	Bungalow | Intermediate 	 Built-up : 4,000 sq. ft. 	 Unfurnished
Pavilion, Damansara Heights	Damansara Heights, Kuala Lumpur	RM 4,113,000(RM 1785.93 per sq. ft.)	3+2	3	3	Serviced Residence 	 Built-up : 2,303 sq. ft. 	 Partly furnished
Aurora Tower @ Eco Sky, Batu Caves	Batu Caves, Kuala Lumpur	RM 640,000(RM 581.82 per sq. ft.)	3	2	2	Serviced Residence 	 Built-up : 1,100 sq. ft. 	 Partly furnished
Jalan radin, Sri Petaling	Sri Petaling, Kuala Lumpur	RM 1,000,000(RM 333.33 per sq. ft.)	5	4	None	2.5-sty Terrace/Link House 	 Built-up : 3,000 sq. ft. 	 Fully furnished
Fortune Perdana, Taman Usahawan Kepong, Kepong	Kepong, Kuala Lumpur	RM 570,000(RM 441.18 per sq. ft.)	4	2	3	Serviced Residence 	 Built-up : 1,292 sq. ft.	Unfurnished
EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 491,000(RM 644.36 per sq. ft.)	1	2	1	Serviced Residence 	 Built-up : 762 sq. ft.	Unfurnished
Tuan Residency, Taman City, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 460,000(RM 523.92 per sq. ft.)	3	2	1	Serviced Residence 	 Built-up : 878 sq. ft. 	 Partly furnished
Lakeville Residence, Taman Wahyu, Jalan Ipoh	Jalan Ipoh, Kuala Lumpur	RM 720,000(RM 541.35 per sq. ft.)	4	2	2	Condominium 	 Built-up : 1,330 sq. ft. 	 Partly furnished
Lakeville Residence, Taman Wahyu, Jalan Ipoh	Jalan Ipoh, Kuala Lumpur	RM 530,000(RM 541.92 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 978 sq. ft. 	 Partly furnished
Lakeville Residence, Taman Wahyu, Jalan Ipoh	Jalan Ipoh, Kuala Lumpur	RM 550,000(RM 562.37 per sq. ft.)	3	2	2	Condominium | Corner lot 	 Built-up : 978 sq. ft. 	 Partly furnished
EkoCheras, Cheras	Cheras, Kuala Lumpur	RM 490,000(RM 643.04 per sq. ft.)	Studio	2	1	Serviced Residence | Duplex 	 Built-up : 762 sq. ft. 	 Fully furnished
Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 589,000(RM 770.94 per sq. ft.)	2	2	1	Condominium 	 Built-up : 764 sq. ft. 	 Partly furnished
Tria Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 725,000(RM 723.55 per sq. ft.)	3	2	2	Condominium 	 Built-up : 1,002 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
South Brooks, Desa ParkCity	Desa ParkCity, Kuala Lumpur	RM 730,000(RM 833.33 per sq. ft.)	2	2	2	Condominium 	 Built-up : 876 sq. ft. 	 Partly furnished
Petalz Residences, Jalan Klang Lama (Old Klang Road)	Jalan Klang Lama (Old Klang Road), Kuala Lumpur	RM 585,000(RM 625.67 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 935 sq. ft. 	 Fully furnished
Damansara Heights	Damansara Heights, Kuala Lumpur	RM 13,000,000(RM 1361.11 per sq. ft.)	5	6	4	Bungalow 	 Built-up : 9,551 sq. ft.	Unfurnished
South View, Bangsar South, Kampung Kerinchi (Bangsar South)	Kampung Kerinchi (Bangsar South), Kuala Lumpur	RM 599,000(RM 727.83 per sq. ft.)	2	2	1	Serviced Residence 	 Built-up : 823 sq. ft.	Unfurnished
Seni Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 2,650,000(RM 748.38 per sq. ft.)	4+1	5	3	Condominium | Corner lot 	 Built-up : 3,541 sq. ft. 	 Fully furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 1,200,000(RM 772.2 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,554 sq. ft. 	 Partly furnished
Mizumi Residences, Kepong	Kepong, Kuala Lumpur	RM 510,000(RM 547.21 per sq. ft.)	3	2	2	Condominium | Intermediate 	 Built-up : 932 sq. ft. 	 Partly furnished
TTDI , Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 6,500,000(RM 1031.75 per sq. ft.)	6+1	7	None	Bungalow | Corner lot 	 Built-up : 6,300 sq. ft. 	 Partly furnished
The Ritz-Carlton Residences, KLCC	KLCC, Kuala Lumpur	RM 5,800,000(RM 2992.78 per sq. ft.)	2	2	2	Serviced Residence 	 Built-up : 1,938 sq. ft. 	 Fully furnished
Verticas Residensi, Bukit Ceylon, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 2,000,000(RM 827.47 per sq. ft.)	4	5	2	Condominium 	 Built-up : 2,417 sq. ft. 	 Fully furnished
Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 2,300,000(RM 1924.69 per sq. ft.)	2	2	2	Serviced Residence 	 Built-up : 1,195 sq. ft. 	 Partly furnished
Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 1,950,000(RM 1812.27 per sq. ft.)	1+1	2	1	Serviced Residence 	 Built-up : 1,076 sq. ft. 	 Unfurnished
Pavilion Suites, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 3,690,000(RM 2942.58 per sq. ft.)	2	2	1	Condominium 	 Built-up : 1,254 sq. ft. 	 Fully furnished
Arte Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 640,000(RM 722.35 per sq. ft.)	2	2	2	Serviced Residence | Intermediate 	 Built-up : 886 sq. ft. 	 Fully furnished
The Capers @ Sentul East, Sentul East, Sentul	Sentul, Kuala Lumpur	RM 595,000(RM 595.6 per sq. ft.)	2+1	3	1	Condominium | End lot 	 Built-up : 999 sq. ft. 	 Partly furnished
Taman Bukit Angsana, Cheras , Cheras	Cheras, Kuala Lumpur	RM 543,000(RM 329.09 per sq. ft.)	4	3	None	2-sty Terrace/Link House | Intermediate 	 Built-up : 1,650 sq. ft.	Unfurnished
TTDI, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 4,700,000(RM 894.05 per sq. ft.)	5+2	5	2	Bungalow 	 Built-up : 5,257 sq. ft.	Unfurnished
TTDI Hills, TTDI, Taman Tun, Taman Tun Dr Ismail	Taman Tun Dr Ismail, Kuala Lumpur	RM 6,500,000(RM 1285.09 per sq. ft.)	6+1	8	None	Bungalow | Corner lot 	 Built-up : 5,058 sq. ft.	Unfurnished
Royal Domain Sri Putramas 2, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 480,000(RM 396.69 per sq. ft.)	4	2	1	Condominium | Intermediate 	 Built-up : 1,210 sq. ft.	Unfurnished
Platinum Lake PV 13, Taman Danau Kota, Setapak	Setapak, Kuala Lumpur	RM 468,000(RM 356.44 per sq. ft.)	4	2	1	Condominium 	 Built-up : 1,313 sq. ft. 	 Partly furnished
Royal Domain Sri Putramas 2, Jalan Kuching	Jalan Kuching, Kuala Lumpur	RM 480,000(RM 396.69 per sq. ft.)	4	2	1	Condominium | Intermediate 	 Built-up : 1,210 sq. ft.	Unfurnished
Platinum Lake PV 13, Taman Danau Kota, Setapak	Setapak, Kuala Lumpur	RM 468,000(RM 356.44 per sq. ft.)	4	2	1	Condominium 	 Built-up : 1,313 sq. ft. 	 Partly furnished
Dua Residency, KLCC	KLCC, Kuala Lumpur	RM 1,500,000(RM 714.97 per sq. ft.)	4+1	5	3	Condominium | Corner lot 	 Built-up : 2,098 sq. ft. 	 Partly furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 780,000(RM 657.67 per sq. ft.)	3	3	5	Condominium | Corner lot 	 Built-up : 1,186 sq. ft. 	 Partly furnished
Marc Residence, KLCC	KLCC, Kuala Lumpur	RM 3,500,000(RM 1060.61 per sq. ft.)	4+1	6	3	Serviced Residence | Penthouse 	 Built-up : 3,300 sq. ft. 	 Fully furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 730,000(RM 618.64 per sq. ft.)	2+1	2	1	Condominium | Intermediate 	 Built-up : 1,180 sq. ft. 	 Partly furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 900,000(RM 604.84 per sq. ft.)	3+1	4	2	Condominium | Corner lot 	 Built-up : 1,488 sq. ft. 	 Partly furnished
Banyan Tree Signatures, KLCC	KLCC, Kuala Lumpur	RM 4,000,000(RM 2398.08 per sq. ft.)	2+1	3	2	Serviced Residence 	 Built-up : 1,668 sq. ft. 	 Fully furnished
The Fennel, Sentul Selatan, Sentul	Sentul, Kuala Lumpur	RM 1,000,000(RM 677.51 per sq. ft.)	3	3	2	Condominium | Intermediate 	 Built-up : 1,476 sq. ft. 	 Unfurnished
The Fiddlewoodz @ KL Metropolis, Solaris Dutamas, Dutamas	Dutamas, Kuala Lumpur	RM 1,383,100(RM 941.52 per sq. ft.)	4	3	4	Serviced Residence | Intermediate 	 Built-up : 1,469 sq. ft.	Unfurnished
Taman Midah, Cheras	Cheras, Kuala Lumpur	RM 2,800,000(RM 604.1 per sq. ft.)	5+3	6	5	Bungalow 	 Built-up : 4,635 sq. ft.	Unfurnished
Bintang Fairlane Residences, Bukit Bintang	Bukit Bintang, Kuala Lumpur	RM 590,000(RM 913.31 per sq. ft.)	1+1	1	None	Serviced Residence | End lot 	 Built-up : 646 sq. ft. 	 Fully furnished
Kepong	Kepong, Kuala Lumpur	RM 700,000(RM 350 per sq. ft.)	4	4	4	2-sty Terrace/Link House 	 Built-up : 2,000 sq. ft.	Unfurnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 2,200,000(RM 1463.74 per sq. ft.)	3+1	3	2	Serviced Residence 	 Built-up : 1,503 sq. ft. 	 Unfurnished
Aria, KLCC	KLCC, Kuala Lumpur	RM 1,650,000(RM 1423.64 per sq. ft.)	2+1	2	1	Serviced Residence | Corner lot 	 Built-up : 1,159 sq. ft. 	 Unfurnished
Arte Mont Kiara, Mont Kiara	Mont Kiara, Kuala Lumpur	RM 518,000(RM 870.59 per sq. ft.)	2	1	1	Serviced Residence | Intermediate 	 Built-up : 595 sq. ft. 	 Partly furnished
Sunway SPK, Villa Manja, Desa Parkcity, Levenue, Sunway SPK	Sunway SPK, Kuala Lumpur	RM 2,500,000(RM 757.58 per sq. ft.)	5	4	None	3-sty Terrace/Link House | End lot 	 Built-up : 3,300 sq. ft. 	 Partly furnished
